URL,Size in sq ft,Price per month,Cost per sq ft
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroom-1-bathroom-downtown/6813983370.html,454,1750,3.854625550660793
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroom-1-bathroom-downtown/6828147243.html,599,1800,3.005008347245409
https://vancouver.craigslist.org/van/apa/d/vancouver-yaletown-junior-one-bedroom/6814657519.html,540,1750,3.240740740740741
https://vancouver.craigslist.org/van/apa/d/amazing-1-bd-close-to-restaurants-shops/6816132764.html,510,1750,3.4313725490196076
https://vancouver.craigslist.org/van/apa/d/amazing-1-bd-close-to-restaurants-shops/6820789167.html,510,1775,3.480392156862745
https://vancouver.craigslist.org/van/apa/d/amazing-1-bd-close-to-restaurants-shops/6823517018.html,510,1775,3.480392156862745
https://vancouver.craigslist.org/van/apa/d/amazing-1-bd-close-to-restaurants-shops/6824328774.html,510,1775,3.480392156862745
https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-1-bd-close-to-shops/6825515106.html,502,1775,3.5358565737051793
https://vancouver.craigslist.org/van/apa/d/vancouver-amazing-renovated-1-bd-close/6825531563.html,502,1850,3.685258964143426
https://vancouver.craigslist.org/van/apa/d/vancouver-amazing-1-br-in-west-end/6826323718.html,502,1775,3.5358565737051793
https://vancouver.craigslist.org/van/apa/d/vancouver-cozy-and-bright-1-br-close-to/6827067115.html,502,1850,3.685258964143426
https://vancouver.craigslist.org/van/apa/d/vancouver-wonderful-1br-close-to/6827794697.html,502,1775,3.5358565737051793
https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-renovated-1br-close/6827807846.html,502,1850,3.685258964143426
https://vancouver.craigslist.org/van/apa/d/vancouver-106-one-bedroom-apartment-1/6816882230.html,525,1750,3.3333333333333335
https://vancouver.craigslist.org/van/apa/d/vancouver-available-now-large-west-end/6829176623.html,580,1750,3.0172413793103448
https://vancouver.craigslist.org/van/apa/d/1-bedroom-renovated-downtown/6813829199.html,620,1770,2.8548387096774195
https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-lrg-bright1br-west/6782447924.html,621,1775,2.85829307568438
https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-lrg-1br-bright-feb/6782693897.html,620,1775,2.8629032258064515
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroom-1-bath-at/6828630362.html,540,1785,3.3055555555555554
https://vancouver.craigslist.org/van/apa/d/vancouver-1790-modern-junior-1-br-west/6802174450.html,600,1790,2.9833333333333334
https://vancouver.craigslist.org/van/apa/d/vancouver-1780-modern-sm-1-br-west-of/6804541112.html,675,1780,2.637037037037037
https://vancouver.craigslist.org/van/apa/d/vancouver-1790-modern-junior-1br-west/6808325424.html,600,1790,2.9833333333333334
https://vancouver.craigslist.org/van/apa/d/vancouver-1790-modern-jr-1br-west-of/6808327564.html,600,1790,2.9833333333333334
https://vancouver.craigslist.org/van/apa/d/vancouver-charming-1-bedroom-and-1/6807762976.html,558,1795,3.216845878136201
https://vancouver.craigslist.org/van/apa/d/vancouver-sleek-1-bedroom-suite-with/6814962030.html,500,2095,4.19
https://vancouver.craigslist.org/van/apa/d/vancouver-one-block-from-water/6814822503.html,530,1795,3.3867924528301887
https://vancouver.craigslist.org/van/apa/d/vancouver-big-and-bright-one-bedroom/6816156701.html,710,1795,2.528169014084507
https://vancouver.craigslist.org/van/apa/d/vancouver-bright-one-bedroom-apartment/6824815249.html,550,1675,3.0454545454545454
https://vancouver.craigslist.org/van/apa/d/vancouver-big-and-bright-one-bedroom/6824885708.html,710,1795,2.528169014084507
https://vancouver.craigslist.org/van/apa/d/vancouver-bright-one-bedroom-apartment/6829025816.html,550,1675,3.0454545454545454
https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-one-br-top-corner/6784156941.html,580,1800,3.103448275862069
https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-the-lions-studio/6798822538.html,400,1800,4.5
https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-character-1-br-den/6803922668.html,690,1800,2.608695652173913
https://vancouver.craigslist.org/van/apa/d/vancouver-ultralux-furnished-suite/6808011867.html,500,1800,3.6
https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-one-bedroom-in-the/6816873921.html,600,1800,3.0
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroom-apartment-for-rent/6817775839.html,540,1800,3.3333333333333335
https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-one-bed-plus-den-in/6823304899.html,700,1800,2.5714285714285716
https://vancouver.craigslist.org/van/apa/d/english-bay-view-crestview-1-bd/6828718799.html,500,1800,3.6
https://vancouver.craigslist.org/van/apa/d/vancouver-amazing-bright-suite-great/6827859835.html,500,1800,3.6
https://vancouver.craigslist.org/van/apa/d/vancouver-city-view-1br-steps-to-robson/6827863240.html,500,1925,3.85
https://vancouver.craigslist.org/van/apa/d/vancouver-amazing-1-bedroomnewly/6828318573.html,500,1800,3.6
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroom-with-amazing-ocean/6829179176.html,500,1700,3.4
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroomnewly-renovated-for/6829180131.html,500,1700,3.4
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroom-with-amazing-ocean/6829565190.html,500,1700,3.4
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroomsteps-away-from/6829565991.html,500,1700,3.4
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroomsteps-away-from/6829567284.html,500,1800,3.6
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bed-1-bath-apartment-close/6828942349.html,515,1800,3.495145631067961
https://vancouver.craigslist.org/van/apa/d/vancouver-1820-artist-retro-lg-1-br/6817015938.html,600,1820,3.033333333333333
https://vancouver.craigslist.org/van/apa/d/vancouver-1820-spacious-retro-lg-1-br/6819996611.html,600,1820,3.033333333333333
https://vancouver.craigslist.org/van/apa/d/vancouver-1820-artist-retro-lg-1-br/6820004381.html,600,1820,3.033333333333333
https://vancouver.craigslist.org/van/apa/d/vancouver-one-spacious-bright-1-bdrm/6819408231.html,700,1820,2.6
https://vancouver.craigslist.org/van/apa/d/vancouver-one-spacious-bright-1-bdrm/6819411054.html,700,1820,2.6
https://vancouver.craigslist.org/van/apa/d/vancouver-one-spacious-bright-1-bdrm/6824091566.html,652,1850,2.8374233128834354
https://vancouver.craigslist.org/van/apa/d/vancouver-one-spacious-bright-1-bdrm/6824097438.html,652,1850,2.8374233128834354
https://vancouver.craigslist.org/van/apa/d/vancouver-jr-1br-pet-friendly-1-month/6776557672.html,460,1833,3.984782608695652
https://vancouver.craigslist.org/van/apa/d/vancouver-pet-friendly-downtown-1-month/6819303585.html,617,1943,3.1491085899513775
https://vancouver.craigslist.org/van/apa/d/vancouver-pet-friendly-downtown-1-month/6824251737.html,436,1720,3.944954128440367
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroom-for-january-15-or/6792370957.html,560,1850,3.3035714285714284
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroom-available-now/6802750484.html,570,1700,2.982456140350877
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroom-for-february/6803569906.html,570,1850,3.245614035087719
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroom-available-now/6807494062.html,570,1700,2.982456140350877
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroom-available-now/6809100860.html,570,1850,3.245614035087719
https://vancouver.craigslist.org/van/apa/d/vancouver-beachfront-lovely-suite-in/6793519945.html,510,1850,3.627450980392157
https://vancouver.craigslist.org/van/apa/d/vancouver-charming-newly-renovated-1/6794185286.html,520,1850,3.5576923076923075
https://vancouver.craigslist.org/van/apa/d/vancouver-charming-newly-renovated-1/6795195256.html,500,1850,3.7
https://vancouver.craigslist.org/van/apa/d/vancouver-charming-newly-renovated-1/6795276508.html,500,1850,3.7
https://vancouver.craigslist.org/van/apa/d/vancouver-charming-newly-renovated-1/6796337299.html,500,1850,3.7
https://vancouver.craigslist.org/van/apa/d/vancouver-remodeled-pet-loving-seaside/6828671480.html,560,1850,3.3035714285714284
https://vancouver.craigslist.org/van/apa/d/vancouver-bright-corner-unit/6795017680.html,557,1850,3.3213644524236985
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroom-heat-hotwater/6800224553.html,585,1850,3.1623931623931623
https://vancouver.craigslist.org/van/apa/d/vancouver-1br-great-city-view-very-new/6809344282.html,480,1850,3.8541666666666665
https://vancouver.craigslist.org/van/apa/d/vancouver-one-bedroom/6811165349.html,631,1850,2.931854199683043
https://vancouver.craigslist.org/van/apa/d/vancouver-pet-friendly-one-bedroom/6811680523.html,500,1850,3.7
https://vancouver.craigslist.org/van/apa/d/vancouver-unfurnished-junior-1-bed/6817116054.html,560,1850,3.3035714285714284
https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-dream-location-15f-1/6818956576.html,580,1850,3.189655172413793
https://vancouver.craigslist.org/van/apa/d/beautiful-one-bedroom-near-robson-and/6829153305.html,700,1850,2.642857142857143
https://vancouver.craigslist.org/van/apa/d/vancouver-yaletown-1bd-water-view/6829784147.html,500,1850,3.7
https://vancouver.craigslist.org/van/apa/d/vancouver-one-bedroom-for-rent/6820349426.html,510,1870,3.6666666666666665
https://vancouver.craigslist.org/van/apa/d/vancouver-bdrm-sqft-the-roslyn/6819593096.html,635,1875,2.952755905511811
https://vancouver.craigslist.org/van/apa/d/vancouver-one-bedroom-downtown-westend/6801124044.html,630,1882,2.9873015873015873
https://vancouver.craigslist.org/van/apa/d/vancouver-one-bedroom-downtown-westend/6814494715.html,600,1937,3.2283333333333335
https://vancouver.craigslist.org/van/apa/d/coal-harbor-1-bedroom/6817161523.html,527,1890,3.586337760910816
https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-1-bed-mar-1st-false/6807654881.html,516,1895,3.6724806201550386
https://vancouver.craigslist.org/van/apa/d/vancouver-600-sqft-1-bedroom-1-bathroom/6825949383.html,600,1895,3.158333333333333
https://vancouver.craigslist.org/van/apa/d/vancouver-renovated-1-bedroom-in/6829801589.html,550,1895,3.4454545454545453
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroom-in-the-west-end/6823355792.html,768,1897,2.4700520833333335
https://vancouver.craigslist.org/van/apa/d/1brdenflex-mondrian-2/6807856942.html,550,1900,3.4545454545454546
https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-and-den-granville/6813408458.html,515,1900,3.6893203883495147
https://vancouver.craigslist.org/van/apa/d/vancouver-1br-den-solarium-in-gallery/6816353689.html,568,1900,3.3450704225352115
https://vancouver.craigslist.org/van/apa/d/vancouver-1br-den-solarium-in-gallery/6819202065.html,568,1900,3.3450704225352115
https://vancouver.craigslist.org/van/apa/d/vancouver-one-bedroom-and-den-for-rent/6828120416.html,600,1900,3.1666666666666665
https://vancouver.craigslist.org/van/apa/d/vancouver-walk-to-the-beach/6829969209.html,550,1900,3.4545454545454546
https://vancouver.craigslist.org/van/apa/d/vancouver-contemporary-1-bedroom-den/6807964063.html,513,1925,3.7524366471734893
https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-1-bedroom-den-with/6807964658.html,513,1925,3.7524366471734893
https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-jr-1-bedroom/6825889406.html,396,1845,4.659090909090909
https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-jr-1-bedroom-with/6825958480.html,396,1845,4.659090909090909
https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-1-bedroomden/6816548003.html,543,1935,3.56353591160221
https://vancouver.craigslist.org/van/apa/d/vancouver-west-end-1-br-huge-balcony/6829575222.html,602,1940,3.222591362126246
https://vancouver.craigslist.org/van/apa/d/vancouver-west-end-1-br-huge-balcony/6829575452.html,602,1970,3.272425249169435
https://vancouver.craigslist.org/van/apa/d/vancouver-west-end-1br-huge-balcony/6829810694.html,615,1900,3.089430894308943
https://vancouver.craigslist.org/van/apa/d/vancouver-deluxepropertiescabrand-new-1/6814967516.html,567,1945,3.430335097001764
https://vancouver.craigslist.org/van/apa/d/vancouver-deluxepropertiescabrand-new-1/6815623154.html,567,1945,3.430335097001764
https://vancouver.craigslist.org/van/apa/d/vancouver-deluxepropertiescabrand-new-1/6821855015.html,567,1945,3.430335097001764
https://vancouver.craigslist.org/van/apa/d/vancouver-deluxepropertiescabrand-new-1/6822372070.html,567,1945,3.430335097001764
https://vancouver.craigslist.org/van/apa/d/vancouver-deluxepropertiescabrand-new-1/6822629990.html,567,1945,3.430335097001764
https://vancouver.craigslist.org/van/apa/d/vancouver-deluxepropertiescabrand-new-1/6823614562.html,567,1945,3.430335097001764
https://vancouver.craigslist.org/van/apa/d/vancouver-deluxepropertiescabrand-new-1/6824280735.html,567,1945,3.430335097001764
https://vancouver.craigslist.org/van/apa/d/vancouver-deluxepropertiescabrand-new-1/6824360092.html,567,1945,3.430335097001764
https://vancouver.craigslist.org/van/apa/d/vancouver-deluxepropertiescabrand-new-1/6825848158.html,567,1945,3.430335097001764
https://vancouver.craigslist.org/van/apa/d/vancouver-unfurnished-1-bed-den-west/6790486617.html,592,1950,3.293918918918919
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bed-den-unfurnished-the/6791088343.html,592,1950,3.293918918918919
https://vancouver.craigslist.org/van/apa/d/vancouver-at-the-heart-of-vancouver/6791164284.html,600,1950,3.25
https://vancouver.craigslist.org/van/apa/d/almost-brand-new-one-bedroom-downtown/6796460254.html,620,1950,3.1451612903225805
https://vancouver.craigslist.org/van/apa/d/999-seymour-one-bedroom-downtown/6800368915.html,620,1950,3.1451612903225805
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroom-apartment/6803327937.html,600,1800,3.0
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroom-apartment/6828429850.html,650,1800,2.769230769230769
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bdrm-capitol-residences/6805627653.html,654,1950,2.981651376146789
https://vancouver.craigslist.org/van/apa/d/vancouver-newly-updated-penthouse-unit/6808648270.html,589,1950,3.3106960950764006
https://vancouver.craigslist.org/van/apa/d/vancouver-gorgeous-one-bedroom-condo/6814304531.html,580,1950,3.3620689655172415
https://vancouver.craigslist.org/van/apa/d/vancouver-yaletown-1-bedroom-den-for/6815029387.html,690,1950,2.8260869565217392
https://vancouver.craigslist.org/van/apa/d/vancouver-1br-bright-open-loft-in-heart/6825072200.html,636,1950,3.0660377358490565
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bed-den-unfurnished-coal/6825107486.html,592,1950,3.293918918918919
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bed-den-unfurnished-the/6825110636.html,592,1950,3.293918918918919
https://vancouver.craigslist.org/van/apa/d/vancouver-orcaref1668gorgeous-1-bed-1/6826106711.html,509,1950,3.831041257367387
https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-1-bedroom-from/6826853380.html,501,1950,3.8922155688622753
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bed-and-den-unfurnished/6827729540.html,592,1950,3.293918918918919
https://vancouver.craigslist.org/van/apa/d/vancouver-bed-den-unfurnished-the-lions/6828201709.html,592,1950,3.293918918918919
https://vancouver.craigslist.org/van/apa/d/vancouver-unfurnished-1-bed-den/6829060085.html,592,1950,3.293918918918919
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bed-den-unfurnished-west/6829169467.html,592,1950,3.293918918918919
https://vancouver.craigslist.org/van/apa/d/vancouver-west-end-coal-harbour-1-bed/6829171667.html,592,1950,3.293918918918919
https://vancouver.craigslist.org/van/apa/d/vancouver-unfurnished-1-bed-den-coal/6829787357.html,592,1950,3.293918918918919
https://vancouver.craigslist.org/van/apa/d/vancouver-ocean-view-newly-1-bedroom/6829946431.html,757,1950,2.5759577278731838
https://vancouver.craigslist.org/van/apa/d/vancouver-1-brden-views-of-false-creek/6809233087.html,580,1975,3.4051724137931036
https://vancouver.craigslist.org/van/apa/d/vancouver-1-br-den-in-coal-harbour/6821949809.html,650,1975,3.0384615384615383
https://vancouver.craigslist.org/van/apa/d/1br-yaletown-apt/6827985746.html,510,1975,3.872549019607843
https://vancouver.craigslist.org/van/apa/d/vancouver-br-downtown-condo-avail-apr-1/6829025879.html,570,1975,3.4649122807017543
https://vancouver.craigslist.org/van/apa/d/vancouver-1820-artist-retro-lg-1-br/6817015938.html,600,1820,3.033333333333333
https://vancouver.craigslist.org/van/apa/d/vancouver-1820-spacious-retro-lg-1-br/6819996611.html,600,1820,3.033333333333333
https://vancouver.craigslist.org/van/apa/d/vancouver-1820-artist-retro-lg-1-br/6820004381.html,600,1820,3.033333333333333
https://vancouver.craigslist.org/van/apa/d/vancouver-one-spacious-bright-1-bdrm/6819408231.html,700,1820,2.6
https://vancouver.craigslist.org/van/apa/d/vancouver-one-spacious-bright-1-bdrm/6819411054.html,700,1820,2.6
https://vancouver.craigslist.org/van/apa/d/vancouver-one-spacious-bright-1-bdrm/6824091566.html,652,1850,2.8374233128834354
https://vancouver.craigslist.org/van/apa/d/vancouver-one-spacious-bright-1-bdrm/6824097438.html,652,1850,2.8374233128834354
https://vancouver.craigslist.org/van/apa/d/vancouver-jr-1br-pet-friendly-1-month/6776557672.html,460,1833,3.984782608695652
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroom-for-january-15-or/6792370957.html,560,1850,3.3035714285714284
https://vancouver.craigslist.org/van/apa/d/vancouver-beachfront-lovely-suite-in/6793519945.html,510,1850,3.627450980392157
https://vancouver.craigslist.org/van/apa/d/vancouver-charming-newly-renovated-1/6794185286.html,520,1850,3.5576923076923075
https://vancouver.craigslist.org/van/apa/d/vancouver-charming-newly-renovated-1/6795195256.html,500,1850,3.7
https://vancouver.craigslist.org/van/apa/d/vancouver-charming-newly-renovated-1/6795276508.html,500,1850,3.7
https://vancouver.craigslist.org/van/apa/d/vancouver-charming-newly-renovated-1/6796337299.html,500,1850,3.7
https://vancouver.craigslist.org/van/apa/d/vancouver-remodeled-pet-loving-seaside/6828671480.html,560,1850,3.3035714285714284
https://vancouver.craigslist.org/van/apa/d/vancouver-bright-corner-unit/6795017680.html,557,1850,3.3213644524236985
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroom-heat-hotwater/6800224553.html,585,1850,3.1623931623931623
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroom-for-february/6803569906.html,570,1850,3.245614035087719
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroom-available-now/6809100860.html,570,1850,3.245614035087719
https://vancouver.craigslist.org/van/apa/d/vancouver-1br-great-city-view-very-new/6809344282.html,480,1850,3.8541666666666665
https://vancouver.craigslist.org/van/apa/d/vancouver-one-bedroom/6811165349.html,631,1850,2.931854199683043
https://vancouver.craigslist.org/van/apa/d/vancouver-pet-friendly-one-bedroom/6811680523.html,500,1850,3.7
https://vancouver.craigslist.org/van/apa/d/vancouver-unfurnished-junior-1-bed/6817116054.html,560,1850,3.3035714285714284
https://vancouver.craigslist.org/van/apa/d/vancouver-amazing-renovated-1-bd-close/6825531563.html,502,1850,3.685258964143426
https://vancouver.craigslist.org/van/apa/d/vancouver-cozy-and-bright-1-br-close-to/6827067115.html,502,1850,3.685258964143426
https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-renovated-1br-close/6827807846.html,502,1850,3.685258964143426
https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-dream-location-15f-1/6818956576.html,580,1850,3.189655172413793
https://vancouver.craigslist.org/van/apa/d/beautiful-one-bedroom-near-robson-and/6829153305.html,700,1850,2.642857142857143
https://vancouver.craigslist.org/van/apa/d/vancouver-yaletown-1bd-water-view/6829784147.html,500,1850,3.7
https://vancouver.craigslist.org/van/apa/d/vancouver-one-bedroom-for-rent/6820349426.html,510,1870,3.6666666666666665
https://vancouver.craigslist.org/van/apa/d/vancouver-bdrm-sqft-the-roslyn/6819593096.html,635,1875,2.952755905511811
https://vancouver.craigslist.org/van/apa/d/vancouver-one-bedroom-downtown-westend/6801124044.html,630,1882,2.9873015873015873
https://vancouver.craigslist.org/van/apa/d/vancouver-one-bedroom-downtown-westend/6814494715.html,600,1937,3.2283333333333335
https://vancouver.craigslist.org/van/apa/d/coal-harbor-1-bedroom/6817161523.html,527,1890,3.586337760910816
https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-1-bed-mar-1st-false/6807654881.html,516,1895,3.6724806201550386
https://vancouver.craigslist.org/van/apa/d/vancouver-600-sqft-1-bedroom-1-bathroom/6825949383.html,600,1895,3.158333333333333
https://vancouver.craigslist.org/van/apa/d/vancouver-renovated-1-bedroom-in/6829801589.html,550,1895,3.4454545454545453
https://vancouver.craigslist.org/van/apa/d/vancouver-1-bedroom-in-the-west-end/6823355792.html,768,1897,2.4700520833333335
https://vancouver.craigslist.org/van/apa/d/1brdenflex-mondrian-2/6807856942.html,550,1900,3.4545454545454546
https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-and-den-granville/6813408458.html,515,1900,3.6893203883495147
https://vancouver.craigslist.org/van/apa/d/vancouver-1br-den-solarium-in-gallery/6816353689.html,568,1900,3.3450704225352115
https://vancouver.craigslist.org/van/apa/d/vancouver-1br-den-solarium-in-gallery/6819202065.html,568,1900,3.3450704225352115
https://vancouver.craigslist.org/van/apa/d/vancouver-one-bedroom-and-den-for-rent/6828120416.html,600,1900,3.1666666666666665
https://vancouver.craigslist.org/van/apa/d/vancouver-walk-to-the-beach/6829969209.html,550,1900,3.4545454545454546
https://vancouver.craigslist.org/van/apa/d/vancouver-contemporary-1-bedroom-den/6807964063.html,513,1925,3.7524366471734893
https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-1-bedroom-den-with/6807964658.html,513,1925,3.7524366471734893
https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-jr-1-bedroom/6825889406.html,396,1845,4.659090909090909
https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-jr-1-bedroom-with/6825958480.html,396,1845,4.659090909090909
https://vancouver.craigslist.org/van/apa/d/vancouver-city-view-1br-steps-to-robson/6827863240.html,500,1925,3.85
https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-ocean-city-view-1/6829711243.html,650,2100,3.230769230769231
https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-1-bedroomden/6816548003.html,543,1935,3.56353591160221
https://vancouver.craigslist.org/van/apa/d/vancouver-west-end-1-br-huge-balcony/6829575222.html,602,1940,3.222591362126246
https://vancouver.craigslist.org/van/apa/d/vancouver-west-end-1-br-huge-balcony/6829575452.html,602,1970,3.272425249169435
https://vancouver.craigslist.org/van/apa/d/vancouver-west-end-1br-huge-balcony/6829810694.html,615,1900,3.089430894308943
https://vancouver.craigslist.org/van/apa/d/vancouver-pet-friendly-downtown-1-month/6819303585.html,617,1943,3.1491085899513775
https://vancouver.craigslist.org/van/apa/d/vancouver-deluxepropertiescabrand-new-1/6814967516.html,567,1945,3.430335097001764
https://vancouver.craigslist.org/van/apa/d/vancouver-deluxepropertiescabrand-new-1/6815623154.html,567,1945,3.430335097001764
https://vancouver.craigslist.org/van/apa/d/vancouver-deluxepropertiescabrand-new-1/6821855015.html,567,1945,3.430335097001764
https://vancouver.craigslist.org/van/apa/d/vancouver-deluxepropertiescabrand-new-1/6822372070.html,567,1945,3.430335097001764
https://vancouver.craigslist.org/van/apa/d/vancouver-deluxepropertiescabrand-new-1/6822629990.html,567,1945,3.430335097001764
https://vancouver.craigslist.org/van/apa/d/vancouver-deluxepropertiescabrand-new-1/6823614562.html,567,1945,3.430335097001764
